id,id_gen,scenario,date,value
1,23,2,2040-02-09T00:00:00.0,9.419884275114155
2,23,2,2040-02-09T01:00:00.0,9.419884275114155
3,23,2,2040-02-09T02:00:00.0,9.419884275114155
4,23,2,2040-02-09T03:00:00.0,9.419884275114155
5,23,2,2040-02-09T04:00:00.0,9.419884275114155
6,23,2,2040-02-09T05:00:00.0,9.419884275114155
7,23,2,2040-02-09T06:00:00.0,9.419884275114155
8,23,2,2040-02-09T07:00:00.0,9.419884275114155
9,23,2,2040-02-09T08:00:00.0,9.419884275114155
10,23,2,2040-02-09T09:00:00.0,9.419884275114155
11,23,2,2040-02-09T10:00:00.0,9.419884275114155
12,23,2,2040-02-09T11:00:00.0,9.419884275114155
13,23,2,2040-02-09T12:00:00.0,9.419884275114155
14,23,2,2040-02-09T13:00:00.0,9.419884275114155
15,23,2,2040-02-09T14:00:00.0,9.419884275114155
16,23,2,2040-02-09T15:00:00.0,9.419884275114155
17,23,2,2040-02-09T16:00:00.0,9.419884275114155
18,23,2,2040-02-09T17:00:00.0,9.419884275114155
19,23,2,2040-02-09T18:00:00.0,9.419884275114155
20,23,2,2040-02-09T19:00:00.0,9.419884275114155
21,23,2,2040-02-09T20:00:00.0,9.419884275114155
22,23,2,2040-02-09T21:00:00.0,9.419884275114155
23,23,2,2040-02-09T22:00:00.0,9.419884275114155
24,23,2,2040-02-09T23:00:00.0,9.419884275114155
25,23,2,2040-02-10T00:00:00.0,9.419884275114155
26,23,2,2040-02-10T01:00:00.0,9.419884275114155
27,23,2,2040-02-10T02:00:00.0,9.419884275114155
28,23,2,2040-02-10T03:00:00.0,9.419884275114155
29,23,2,2040-02-10T04:00:00.0,9.419884275114155
30,23,2,2040-02-10T05:00:00.0,9.419884275114155
31,23,2,2040-02-10T06:00:00.0,9.419884275114155
32,23,2,2040-02-10T07:00:00.0,9.419884275114155
33,23,2,2040-02-10T08:00:00.0,9.419884275114155
34,23,2,2040-02-10T09:00:00.0,9.419884275114155
35,23,2,2040-02-10T10:00:00.0,9.419884275114155
36,23,2,2040-02-10T11:00:00.0,9.419884275114155
37,23,2,2040-02-10T12:00:00.0,9.419884275114155
38,23,2,2040-02-10T13:00:00.0,9.419884275114155
39,23,2,2040-02-10T14:00:00.0,9.419884275114155
40,23,2,2040-02-10T15:00:00.0,9.419884275114155
41,23,2,2040-02-10T16:00:00.0,9.419884275114155
42,23,2,2040-02-10T17:00:00.0,9.419884275114155
43,23,2,2040-02-10T18:00:00.0,9.419884275114155
44,23,2,2040-02-10T19:00:00.0,9.419884275114155
45,23,2,2040-02-10T20:00:00.0,9.419884275114155
46,23,2,2040-02-10T21:00:00.0,9.419884275114155
47,23,2,2040-02-10T22:00:00.0,9.419884275114155
48,23,2,2040-02-10T23:00:00.0,9.419884275114155
49,23,2,2040-02-11T00:00:00.0,9.419884275114155
50,23,2,2040-02-11T01:00:00.0,9.419884275114155
51,23,2,2040-02-11T02:00:00.0,9.419884275114155
52,23,2,2040-02-11T03:00:00.0,9.419884275114155
53,23,2,2040-02-11T04:00:00.0,9.419884275114155
54,23,2,2040-02-11T05:00:00.0,9.419884275114155
55,23,2,2040-02-11T06:00:00.0,9.419884275114155
56,23,2,2040-02-11T07:00:00.0,9.419884275114155
57,23,2,2040-02-11T08:00:00.0,9.419884275114155
58,23,2,2040-02-11T09:00:00.0,9.419884275114155
59,23,2,2040-02-11T10:00:00.0,9.419884275114155
60,23,2,2040-02-11T11:00:00.0,9.419884275114155
61,23,2,2040-02-11T12:00:00.0,9.419884275114155
62,23,2,2040-02-11T13:00:00.0,9.419884275114155
63,23,2,2040-02-11T14:00:00.0,9.419884275114155
64,23,2,2040-02-11T15:00:00.0,9.419884275114155
65,23,2,2040-02-11T16:00:00.0,9.419884275114155
66,23,2,2040-02-11T17:00:00.0,9.419884275114155
67,23,2,2040-02-11T18:00:00.0,9.419884275114155
68,23,2,2040-02-11T19:00:00.0,9.419884275114155
69,23,2,2040-02-11T20:00:00.0,9.419884275114155
70,23,2,2040-02-11T21:00:00.0,9.419884275114155
71,23,2,2040-02-11T22:00:00.0,9.419884275114155
72,23,2,2040-02-11T23:00:00.0,9.419884275114155
