id_gen,name,alias,fuel,tech,type,capacity,forate,fullout,partialout,derate,mttrfull,mttrpart,id_bus,pmin,pmax,rup,rdw,investment,active,cvar,cfuel,cvom,cfom,co2,slope,hrate,pfrmax,g,inertia,ffr,pfr,res2,res3,powerfactor,latitude,longitude,n,contingency,down_time,up_time,last_state,last_state_period,last_state_output,start_up_cost,shut_down_cost,start_up_time,shut_down_time
41,Mackintosh,MACKNTSH,Hydro,Reservoir,Francis,79.9,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,10,15.98,79.9,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,7.990000000000001,0.0,2.5,0,1,1,0,0.85,-41.6994,145.6472,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Meadowbank,MEADOWBK,Hydro,Reservoir,Francis,40.0,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,10,8.0,40.0,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,4.0,0.0,2.5,0,1,1,0,0.85,-42.6111,146.8457,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Murray 1,MURRAY1,Hydro,Reservoir,Francis,95.0,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,9,19.0,95.0,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,9.5,0.0,2.5,0,1,1,0,0.85,-36.2468,148.1902,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Murray 2,MURRAY2,Hydro,Reservoir,Francis,138.0,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,9,27.6,138.0,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,13.8,0.0,2.5,0,1,1,0,0.85,-36.2425,148.1364,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Poatina,POAT110,Hydro,Reservoir,Nozzle-spear Pelton,50.0,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,10,10.0,50.0,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,5.0,0.0,2.5,0,1,1,0,0.85,-41.8115,146.9192,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Reece,REECE1,Hydro,Reservoir,Francis,115.6,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,10,23.12,115.6,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,11.56,0.0,2.5,0,1,1,0,0.85,-41.7242,145.1354,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Tarraleah,TARRALEA,Hydro,Reservoir,Pelton,15.0,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,10,3.0,15.0,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,1.5,0.0,2.5,0,1,1,0,0.85,-42.3012,146.457,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Trevallyn,TREVALLN,Hydro,Reservoir,Francis,23.25,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,10,4.65,23.25,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,2.325,0.0,2.5,0,1,1,0,0.85,-41.4227,147.1118,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tribute,TRIBUTE,Hydro,Reservoir,Francis,82.8,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,10,16.56,82.8,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,8.28,0.0,2.5,0,1,1,0,0.85,-41.8175,145.6502,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Tungatinah,TUNGATIN,Hydro,Reservoir,Francis,25.0,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,10,5.0,25.0,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,2.5,0.0,2.5,0,1,1,0,0.85,-42.2967,146.4565,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Upper Tumut,UPPTUMUT,Hydro,Reservoir,Francis,77.0,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,8,15.4,77.0,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,7.7,0.0,2.5,0,1,1,0,0.85,-35.94096,148.3638,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,West Kiewa,WKIEWA1,Hydro,Reservoir,Francis,17.0,0.93439578,0.0511,0.0171,0.1518,38.1,473.44,9,3.4,17.0,9999.0,9999.0,0,1,8.579681333911427,0.0,8.579681333911427,69510.0,0.0,0.6,0.0,1.7000000000000002,0.0,2.5,0,1,1,0,0.85,-36.7601,147.1861,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Kogan Gas,Kogan Gas,Hydrogen,Hydrogen-based gas turbines,Hydrogen-based gas turbines,200.0,0.98,0.02,0.0,0.0,22,0.0,4,0.0,200.0,22.0,22.0,0,1,40.6334,0.0,40.6334,69504.5,580.9846703741154,0.4,12.72,20.0,0.0,4.0,0,1,1,0,0.85,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,SA Hydrogen Turbine,SA Hydrogen Turbine,Hydrogen,Hydrogen-based gas turbines,Hydrogen-based gas turbines,200.0,0.98,0.02,0.0,0.0,22,0.0,11,0.0,200.0,22.0,22.0,0,1,331.29892397668567,22.851063205714283,40.6334,69504.5,580.9846703741154,0.4,12.72,20.0,0.0,4.0,0,1,1,0,0.85,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Bairnsdale,BDL01,Natural Gas,OCGT,OCGT,47.0,0.9020784,0.0958,0.0032,0.337,150.2,189.52,9,15.51,47.0,9999.0,9999.0,0,1,186.5025483352546,16.572360623665077,12.565235667049695,18080.0,537.0489213605174,0.6,10.495626822157435,4.7,0.0,4.0,0,1,1,0,0.85,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Barcaldine Power Station,BARCALDN,Natural Gas,OCGT,OCGT,37.0,0.9020784,0.0958,0.0032,0.337,150.2,189.52,2,12.21,37.0,9999.0,9999.0,0,1,229.6735250362119,17.067123858742477,12.565235667049695,18080.0,793.2628797886395,0.6,12.7208480565371,3.7,0.0,4.0,0,1,1,0,0.85,-23.55245,145.314186,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Barker Inlet Power Station,BARKIPS1,Natural Gas,OCGT,OCGT,210.0,0.91781888,0.0721,0.0112,0.0999,44.08,106.48,11,69.3,210.0,9999.0,9999.0,0,1,144.39788222011185,16.600555198089953,13.34086749834906,18040.0,567.507343915481,0.6,7.894736842105263,21.0,0.0,4.0,0,1,1,0,0.85,-34.804443,138.525566,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Bell Bay Three,BBTHREE1,Natural Gas,OCGT,OCGT,40.0,0.9020784,0.0958,0.0032,0.337,150.2,189.52,10,13.2,40.0,9999.0,9999.0,0,1,216.63724029521032,16.949313717727783,12.565235667049695,18080.0,618.7694024904949,0.6,12.040133779264215,4.0,0.0,4.0,0,1,1,0,0.85,0.0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Bolivar Power Station,BOLIVPS1,Natural Gas,OCGT,OCGT,123.2,0.9020784,0.0958,0.0032,0.337,150.2,189.52,11,40.66,123.2,9999.0,9999.0,0,1,185.07176844300048,16.902844894349037,12.83177896958382,13470.0,541.6007456765004,0.6,10.19,12.32,0.0,4.0,0,1,1,0,0.85,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Braemar,BRAEMAR1,Natural Gas,OCGT,OCGT,188.0,0.91781888,0.0721,0.0112,0.0999,44.08,106.48,4,62.04,188.0,9999.0,9999.0,0,1,213.4333343511676,16.906398305913253,12.565235667049695,18080.0,616.5275751175529,0.6,11.881188118811883,18.8,0.0,4.0,0,1,1,0,0.85,0.0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Braemar 2 Power Station,BRAEMAR5,Natural Gas,OCGT,OCGT,173.0,0.91781888,0.0721,0.0112,0.0999,44.08,106.48,4,57.09,173.0,9999.0,9999.0,0,1,213.4333343511676,16.906398305913253,12.565235667049695,18080.0,616.5275751175529,0.6,11.881188118811883,17.3,0.0,4.0,0,1,1,0,0.85,-27.1109,150.9053,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Colongra,CG1,Natural Gas,OCGT,OCGT,181.0,0.91781888,0.0721,0.0112,0.0999,44.08,106.48,7,59.73,181.0,9999.0,9999.0,0,1,206.28388242194535,17.380867472730912,12.565235667049695,18080.0,625.4489256220705,0.6,11.145510835913313,18.1,0.0,4.0,0,1,1,0,0.85,0.0,0.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Condamine A,CPSA,Natural Gas,CCGT,CCGT,48.13333333333333,0.93552486,0.0504,0.0166,0.1521,61.19,40.35,4,20.0,48.13333333333333,1.0,1.0,0,1,123.43193475857105,15.73080743257225,8.794471687194328,12530.0,448.7800299499554,0.4,7.28744939271255,4.8133333333333335,0.0,4.0,0,1,1,0,0.85,0.0,0.0,3,1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Darling Downs,DDPS1,Natural Gas,CCGT,CCGT,161.125,0.93552486,0.0504,0.0166,0.1521,61.19,40.35,4,58.3,161.125,2.0,2.0,0,1,124.84141176354701,15.73080743257225,8.794471687194328,12530.0,420.66783129225746,0.4,7.3770491803278695,16.1125,0.0,4.0,0,1,1,0,0.85,0.0,0.0,4,1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Dry Creek GT,DRYCGT1,Natural Gas,OCGT,OCGT,52.0,0.9020784,0.0958,0.0032,0.337,150.2,189.52,11,17.16,52.0,9999.0,9999.0,0,1,243.9349756657437,16.902844894349037,12.565235667049695,18080.0,892.1893404004711,0.6,13.688212927756652,5.2,0.0,4.0,0,1,1,0,0.85,-34.847463,138.581758,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
